paper_id,paper_title,cell_type,mode,model,experimental_stimulus,neural_activity,behavioral_consequence,ecological_context,techniques_used,summary
22ca66788d5a0465701ce68356491050c789e15f,Sensory processing reformats odor coding around valence and dynamics,PD2a1/b1 LHNs,experimental,qwen3.5:35b,"ACV, acetic acid, neutralized ACV, ester mixtures",Two-photon imaging and patch-clamp recordings. Sustained adaptation. Linear integration of acid (DP1m) and ester (DM1/DM4) PN inputs; mixture responses matched linear sum.,Correlates with positive valence (attraction).,"Feeding response to natural odor mixtures (e.g., vinegar).","['two-photon calcium imaging', 'patch-clamp electrophysiology', 'odor mixture experiments']",Appetitive LHNs integrate acid and ester components linearly to generate sustained ACV responses.
22ca66788d5a0465701ce68356491050c789e15f,Sensory processing reformats odor coding around valence and dynamics,PV5a1 LHNs,experimental,qwen3.5:35b,"ACV, other odors","Two-photon imaging. Strongly adapting (transient response to odor onset, returns to baseline).",Correlates with positive valence.,Enables detection of odor onset (motion) for rapid response.,['two-photon calcium imaging'],Appetitive LHNs encoding transient dynamics to signal odor onset.
22ca66788d5a0465701ce68356491050c789e15f,Sensory processing reformats odor coding around valence and dynamics,AV4a5 LHNs,experimental,qwen3.5:35b,"ACV, other odors",Two-photon imaging and patch-clamp. Transient response to ACV suppressed by local inhibition. Patch-clamp showed depolarization followed by hyperpolarization upon ACV. GABA blockade increased response persistence.,Correlates with negative valence when inhibition active; inhibition supports this coding.,May signal specific aversive or inhibitory cues within complex environments.,"['two-photon calcium imaging', 'patch-clamp electrophysiology', 'GABA receptor blockade']",DP1m-dominant LHNs with unbalanced inhibition generate transient ACV responses.
22ca66788d5a0465701ce68356491050c789e15f,Sensory processing reformats odor coding around valence and dynamics,Olfactory Receptor Neurons (ORNs),experimental,qwen3.5:35b,Odors,Imaged from glomerulus DP1l (exception to PN imaging). Responses measured to confirm acid sensing.,Not directly tested for behavior.,Primary sensory input for olfactory processing.,['two-photon calcium imaging'],ORNs provide initial odor representation; DP1l ORNs tested as acid sensors.
9ee59b7113ffc1e6ab9057924ad5d91b20a39364,Ascending nociceptive pathways drive rapid escape and sustained avoidance in adult Drosophila,Abdominal multidendritic (md) neurons,experimental,qwen3.5:35b,Thermal nociceptive stimuli (>40°C),Activated (Calcium imaging from axons),Optogenetic activation induces rapid escape and sustained place avoidance,,"['Optogenetic screen', 'Calcium imaging']",Abdominal md neurons are activated by thermal nociceptive stimuli (>40°C) and optogenetic activation induces rapid escape and sustained place avoidance.
9ee59b7113ffc1e6ab9057924ad5d91b20a39364,Ascending nociceptive pathways drive rapid escape and sustained avoidance in adult Drosophila,Ascending interneurons (projecting to brain),experimental,qwen3.5:35b,Synaptic input from abdominal md axons,Strongest synaptic connections with md axons (Connectomic reconstruction),Two classes mediate rapid escape responses; a third class supports sustained avoidance,,['Connectomic reconstruction'],Ascending interneurons form strong synaptic connections with md axons; two classes mediate rapid escape and a third supports sustained avoidance.
bdb032d6601d88bf7c43d2569e582d99d63551fa,A neural circuit for context-dependent multimodal signaling in Drosophila,P1a,experimental,qwen3.5:35b,"Optogenetic activation (CsChrimson, 625 nm light)",Induces persistent courtship state; activates recurrent neural network (RNN) downstream; intrinsic slow decay of activity (5-10 s),Reliably induces vibrations (abdominal quivering) persistently (tens of seconds after activation); drives song; induces locomotor arrest (stops the male); suppresses song in courting males; sexual satiation reduces persistence of evoked signals,Coordinates multimodal signaling with locomotion; stationarity ensures effective transmission of substrate-borne vibrations to the female,"['Optogenetics', 'Behavioral recording (microphones)', 'Video tracking']",
bdb032d6601d88bf7c43d2569e582d99d63551fa,A neural circuit for context-dependent multimodal signaling in Drosophila,pC2l,experimental,qwen3.5:35b,"Optogenetic activation (CsChrimson, 625 nm light)",Processes auditory and visual cues; direct connection to descending neuron pIP10,Reliably drives song (sine and pulse modes); induces vibrations at activation offset (5-10 s); suppresses vibrations in courting males; sexual satiation reduces persistence of offset vibrations,Signal choice based on distance and locomotion; singing is favored when male/female are closer or moving,"['Optogenetics', 'Behavioral recording (microphones)', 'Video tracking']",
bdb032d6601d88bf7c43d2569e582d99d63551fa,A neural circuit for context-dependent multimodal signaling in Drosophila,pIP10,experimental,qwen3.5:35b,Optogenetic activation (CsChrimson),Descending neuron receiving input from pC2l,Drives song (sine and pulse); does not drive vibrations,Part of the central brain song pathway driving ventral nerve cord song production,"['Optogenetics', 'Behavioral recording (microphones)']",
bdb032d6601d88bf7c43d2569e582d99d63551fa,A neural circuit for context-dependent multimodal signaling in Drosophila,pMP2,experimental,qwen3.5:35b,Optogenetic activation (CsChrimson),Descending neuron involved in song production,Drives song; does not drive vibrations,Part of the central brain song pathway,"['Optogenetics', 'Behavioral recording (microphones)']",
bdb032d6601d88bf7c43d2569e582d99d63551fa,A neural circuit for context-dependent multimodal signaling in Drosophila,vGlut Motor Neurons (Female),experimental,qwen3.5:35b,"Optogenetic inactivation (GtACR1, 525 nm light)",Silencing of all glutamatergic motor neurons,Stops female locomotion; increases male vibration probability by 30% in courting males,Female stationarity is necessary and sufficient to drive male vibrations; stationarity improves vibration transmission via substrate contact,"['Optogenetics', 'Behavioral recording (microphones)', 'Video tracking']",
bdb032d6601d88bf7c43d2569e582d99d63551fa,A neural circuit for context-dependent multimodal signaling in Drosophila,DNp28 (Female),experimental,qwen3.5:35b,"Optogenetic activation (CsChrimson, 625 nm light)",Drives walking behavior,Accelerates female locomotion; nearly abolishes male vibrations in courting males,Walking interferes with the transmission and detection of substrate-borne vibrations,"['Optogenetics', 'Behavioral recording (microphones)', 'Video tracking']",
bfe8293fefe9055e1389c3fd68841c62de70ca63,Synaptic targets of circadian clock neurons influence core clock parameters,SLP316 (superior lateral protocerebrum 316 neurons),experimental,qwen3.5:35b,"Genetic manipulation (Tetanus toxin, hid, NaChBac, Shibirets); Environmental conditions (Constant Darkness, LD at 25°C, LD at 18°C)","Nonclock neurons (no PER nuclear signal); Identified as main postsynaptic partners of sLNvs (connectomics, BAcTrace); Predicted glutamatergic (FlyWire); Low Hr38-Tomato signal",Silencing (Tetanus toxin/hid at 25°C) shortened free-running period in DD; reduced daytime activity and increased daytime sleep in LD (25°C and 18°C); No effect on eclosion rhythms. Hyperexcitation (NaChBac) lengthened free-running period; reduced daytime activity; No change in sleep. Silencing (Shibirets at 29°C) lengthened free-running period.,"Relevant for activity organization under cold, winter-like days (18°C LD cycles)","['Connectomics (Hemibrain, FlyWire)', 'Split-GAL4 driver generation', 'BAcTrace', 'Immunohistochemistry (PER, GFP, PDF)', 'Locomotor activity monitoring (DAM2)', 'Eclosion monitoring']","SLP316 neurons are nonclock postsynaptic partners of sLNvs; genetic silencing at 25°C shortens free-running period and increases daytime sleep, while hyperexcitation lengthens period."
bfe8293fefe9055e1389c3fd68841c62de70ca63,Synaptic targets of circadian clock neurons influence core clock parameters,sLNvs (small ventral lateral neurons),experimental,qwen3.5:35b,"Connectomic analysis, BAcTrace (retrograde tracing)",Identified as main presynaptic inputs to SLP316 neurons,,,"['Connectomics (Hemibrain, FlyWire)', 'BAcTrace', 'Immunohistochemistry (PDF, GFP, RFP)']","sLNvs form strong synaptic connections with SLP316 neurons, confirmed via BAcTrace and connectomic analysis."
a50c57f4c04c585e44160029b2fc6bc00820631f,SIFa peptidergic neurons orchestrate the internal states and energy balance of male Drosophila melanogaster,SIFa peptidergic neurons,experimental,qwen3.5:35b,"Social isolation (single-reared), sexual experience (mating), ATP application (via P2X2 for activation), Temperature shift (29°C via TrpA1)",TRIC transcriptional reporter showed altered Ca2+ activity in PI region after social isolation/experience. GCaMP6 showed Ca2+ influx upon sNPF activation. GRAB sensors detected dopamine release upon SIFa activation. Immunostaining showed reduced presynaptic terminals (syt.eGFP) in VNC and brain for singly reared/mated males compared to grouped.,Knockdown eliminated both Longer Mating Duration (LMD) and Shorter Mating Duration (SMD). Activation (TrpA1/29°C) induced SMD and increased food intake (EX-Q/Blue-Dye). Inactivation (shits) reduced food intake. Dopaminergic transmission affected sleep. Courtship index unchanged by acute activation.,Regulates interval timing in mating based on social context (rivals vs sexually saturated condition) and integrates internal states for energy balance (feeding).,"['RNAi knockdown', 'Thermogenetics (TrpA1, shits)', 'Calcium imaging (GCaMP6, TRIC)', 'GRAB sensors', 'Mating duration assay', 'Food intake assays (EX-Q, Blue-Dye)', 'Immunostaining']","SIFa neurons regulate mating duration (LMD/SMD) and food intake based on social experience and internal states, releasing dopamine and glutamate, with synaptic plasticity observed after mating or isolation."
a50c57f4c04c585e44160029b2fc6bc00820631f,SIFa peptidergic neurons orchestrate the internal states and energy balance of male Drosophila melanogaster,SIFaR-expressing neurons (SIFaR24F06),experimental,qwen3.5:35b,"Dopamine binding (Tango system), ATP application (via SIFa activation)",Dop1R1-Tango system confirmed activation by dopamine. GRAB sensors detected DA signals in these cells upon SIFa neuron stimulation.,Knockdown of SIFaR disrupted both LMD and SMD. Knockdown of VGlut receptors in these cells disrupted SMD. Dop1R1-RNAi selectively influenced SMD.,Receives SIFa signals from the brain to modulate interval timing behaviors in the VNC context.,"['Dop1R1-Tango system', 'GRAB sensors', 'RNAi', 'Mating duration assay', 'Trans-Tango']",SIFaR-expressing neurons in the VNC receive dopaminergic and glutamatergic input from SIFa neurons to regulate mating duration behaviors.
a50c57f4c04c585e44160029b2fc6bc00820631f,SIFa peptidergic neurons orchestrate the internal states and energy balance of male Drosophila melanogaster,sNPF neurons,experimental,qwen3.5:35b,ATP application (via P2X2 system to depolarize neurons),Activation elicited strong Ca2+ responses in SIFa neurons (recorded with GCaMP6). GRASP assays showed robust synapses in PI tract and LAL area.,Knockdown of sNPF-R in SIFa cells disrupted SMD. Knockdown of sNPF in SIFaR cells disrupted LMD and SMD. Synaptic signals increased in PI region upon isolation/experience.,Part of a feedback loop with SIFa neurons to create internal states for interval timing behaviors based on social environment.,"['ATP/P2X2 system', 'Calcium imaging (GCaMP6)', 'RNAi', 'GRASP', 'Mating duration assay']",sNPF neurons activate SIFa neurons and form a feedback loop to modulate internal states required for context-dependent mating duration.
